Détail du scoring optimisé,,,,,,,,,,,,,,,,,,,,,,,
"Une ligne par marque x marketplace. Les marketplaces déjà présents ne sont pas éligibles aux 2 recommandations finales, mais leur score est conservé pour audit.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Marque,Nom dans scoring initial,Pays,Catégorie optimisée,Marketplace,Déjà présent ?,Score optimisé,Priorité,Score initial,Fit catégorie,Fit géographique,Échelle commerciale,Readiness ops/wholesale,Fit positionnement,Incrémentalité,Story/durabilité,Pénalité risque,Score modèle brut,CA estimé utilisé ($M),Effectif min utilisé,Intl.,Durable,Positionnement,Notes data
Mizuki,Mizuki,USA,Fine Jewelry,Nordstrom,Oui,"77,0",P2 — Recommandé,,"28,0","12,0","10,0","9,0","11,0","3,0","1,0","-2,0","77,0","2,0",5,Medium,FALSE,luxury_premium,OK
Mizuki,Mizuki,USA,Fine Jewelry,Bloomingdale's,Oui,"76,5",P2 — Recommandé,,"30,0","12,0","9,5","9,0","12,0","3,0","1,0","-5,0","76,5","2,0",5,Medium,FALSE,luxury_premium,OK
Mizuki,Mizuki,USA,Fine Jewelry,John Lewis,Non,"64,8",P3 — Test / à cadrer,"72,0","19,0","9,0","9,5","10,0","11,0","4,5","1,0","-5,0","64,0","2,0",5,Medium,FALSE,luxury_premium,OK
Mizuki,Mizuki,USA,Fine Jewelry,Galeries Lafayette,Non,"59,0",Watchlist — faible fit,"72,0","25,0","8,0","5,5","9,0","12,0","5,0","1,0","-13,0","57,5","2,0",5,Medium,FALSE,luxury_premium,OK
Mizuki,Mizuki,USA,Fine Jewelry,La Redoute,Non,"46,7",Watchlist — faible fit,"57,0","16,0","8,0","10,5","10,0","8,0","5,0","1,0","-18,0","45,5","2,0",5,Medium,FALSE,luxury_premium,OK
Mizuki,Mizuki,USA,Fine Jewelry,Debenhams,Non,"46,7",Watchlist — faible fit,"57,0","18,0","10,0","10,5","10,0","7,0","4,0","1,0","-20,0","45,5","2,0",5,Medium,FALSE,luxury_premium,OK
Mothers Day (Agua by Agua Bendita),Mothers Day,Colombia,Swimwear / Resort,Nordstrom,Non,"93,7",P1 — Fort potentiel,"100,0","27,0","11,0","15,0","11,0","11,0","8,0","5,0","0,0","93,0","10,0",50,High,TRUE,luxury_premium,OK
Mothers Day (Agua by Agua Bendita),Mothers Day,Colombia,Swimwear / Resort,Bloomingdale's,Non,"89,0",P1 — Fort potentiel,"95,0","25,0","10,0","14,3","11,0","12,0","8,0","3,0","0,0","88,3","10,0",50,High,TRUE,luxury_premium,OK
Mothers Day (Agua by Agua Bendita),Mothers Day,Colombia,Swimwear / Resort,La Redoute,Non,"86,5",P1 — Fort potentiel,"100,0","26,0","8,0","15,0","11,0","9,0","8,0","5,0","-2,0","85,0","10,0",50,High,TRUE,luxury_premium,OK
Mothers Day (Agua by Agua Bendita),Mothers Day,Colombia,Swimwear / Resort,Galeries Lafayette,Non,"81,7",P1 — Fort potentiel,"75,0","22,0","8,0","12,9","11,0","12,0","8,0","3,5","0,0","82,4","10,0",50,High,TRUE,luxury_premium,OK
Mothers Day (Agua by Agua Bendita),Mothers Day,Colombia,Swimwear / Resort,John Lewis,Non,"81,6",P1 — Fort potentiel,"80,0","20,0","8,0","14,3","11,0","11,0","7,5","5,0","0,0","81,8","10,0",50,High,TRUE,luxury_premium,OK
Mothers Day (Agua by Agua Bendita),Mothers Day,Colombia,Swimwear / Resort,Debenhams,Non,"81,1",P1 — Fort potentiel,"100,0","25,0","8,0","15,0","11,0","8,0","7,0","3,0","-3,0","79,0","10,0",50,High,TRUE,luxury_premium,OK
Nili Lotan,Nili Lotan,USA,Womenswear RTW,John Lewis,Non,"90,0",P1 — Fort potentiel,"95,0","29,0","9,0","15,0","13,0","12,0","5,5","1,0","0,0","89,5","20,0",50,High,FALSE,luxury_premium,OK
Nili Lotan,Nili Lotan,USA,Womenswear RTW,Galeries Lafayette,Non,"89,1",P1 — Fort potentiel,"90,0","30,0","8,0","15,0","12,0","12,0","6,0","1,0","0,0","89,0","20,0",50,High,FALSE,luxury_premium,OK
Nili Lotan,Nili Lotan,USA,Womenswear RTW,Bloomingdale's,Oui,"89,0",P1 — Fort potentiel,,"28,0","12,0","15,0","12,0","12,0","4,0","1,0","0,0","89,0","20,0",50,High,FALSE,luxury_premium,OK
Nili Lotan,Nili Lotan,USA,Womenswear RTW,Nordstrom,Oui,"87,0",P1 — Fort potentiel,,"27,0","12,0","15,0","12,0","11,0","4,0","1,0","0,0","87,0","20,0",50,High,FALSE,luxury_premium,OK
Nili Lotan,Nili Lotan,USA,Womenswear RTW,La Redoute,Non,"86,0",P1 — Fort potentiel,"95,0","30,0","8,0","15,0","13,0","9,0","6,0","1,0","-2,0","85,0","20,0",50,High,FALSE,luxury_premium,OK
Nili Lotan,Nili Lotan,USA,Womenswear RTW,Debenhams,Non,"83,3",P1 — Fort potentiel,"95,0","28,0","10,0","15,0","13,0","8,0","5,0","1,0","-3,0","82,0","20,0",50,High,FALSE,luxury_premium,OK
Olympia Le-Tan,Olympia Le-Tan,France,Accessories / Leather,Nordstrom,Non,"75,1",P2 — Recommandé,"67,0","25,0","10,0","10,0","11,0","11,0","5,0","1,0","-2,0","76,0","2,0",5,High,FALSE,luxury_premium,OK
Olympia Le-Tan,Olympia Le-Tan,France,Accessories / Leather,Bloomingdale's,Oui,"73,5",P2 — Recommandé,,"25,0","10,0","9,5","11,0","12,0","5,0","1,0","-5,0","73,5","2,0",5,High,FALSE,luxury_premium,OK
Olympia Le-Tan,Olympia Le-Tan,France,Accessories / Leather,John Lewis,Non,"71,4",P2 — Recommandé,"57,0","26,0","10,0","9,5","11,0","11,0","4,5","1,0","-5,0","73,0","2,0",5,High,FALSE,luxury_premium,OK
Olympia Le-Tan,Olympia Le-Tan,France,Accessories / Leather,Galeries Lafayette,Oui,"69,5",P3 — Test / à cadrer,,"30,0","12,0","5,5","11,0","12,0","3,0","1,0","-10,0","69,5","2,0",5,High,FALSE,luxury_premium,OK
Olympia Le-Tan,Olympia Le-Tan,France,Accessories / Leather,La Redoute,Non,"66,8",P3 — Test / à cadrer,"87,0","23,0","12,0","10,5","11,0","8,0","3,0","1,0","-9,0","64,5","2,0",5,High,FALSE,luxury_premium,OK
Olympia Le-Tan,Olympia Le-Tan,France,Accessories / Leather,Debenhams,Non,"62,6",P3 — Test / à cadrer,"72,0","24,0","10,0","10,5","11,0","7,0","4,0","1,0","-11,0","61,5","2,0",5,High,FALSE,luxury_premium,OK
Ortovox (Aztech Mountain),Ortovox,USA,Womenswear RTW,Bloomingdale's,Non,"82,0",P1 — Fort potentiel,"87,0","28,0","12,0","11,4","9,0","12,0","4,0","2,0","-2,0","81,4","5,0",11,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Ortovox (Aztech Mountain),Ortovox,USA,Womenswear RTW,Nordstrom,Non,"82,0",P1 — Fort potentiel,"87,0","27,0","12,0","12,4","9,0","12,0","4,0","2,0","-2,0","81,4","5,0",11,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Ortovox (Aztech Mountain),Ortovox,USA,Womenswear RTW,Debenhams,Non,"77,8",P2 — Recommandé,"95,0","28,0","10,0","12,9","10,0","8,0","5,0","2,0","-5,0","75,9","5,0",11,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Ortovox (Aztech Mountain),Ortovox,USA,Womenswear RTW,John Lewis,Oui,"76,9",P2 — Recommandé,,"25,0","9,0","11,4","10,0","11,0","5,5","2,0","-2,0","76,9","5,0",11,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Ortovox (Aztech Mountain),Ortovox,USA,Womenswear RTW,La Redoute,Non,"76,9",P2 — Recommandé,"95,0","27,0","8,0","12,9","10,0","8,0","6,0","2,0","-4,0","74,9","5,0",11,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Ortovox (Aztech Mountain),Ortovox,USA,Womenswear RTW,Galeries Lafayette,Non,"74,2",P2 — Recommandé,"72,0","30,0","8,0","9,5","9,0","12,0","6,0","2,0","-7,0","74,5","5,0",11,Medium,FALSE,luxury_premium,Mapping URL/marque à vérifier
Oseree,Oseree,Italy,Swimwear / Resort,Nordstrom,Oui,"80,4",P1 — Fort potentiel,,"27,0","10,0","12,4","9,0","11,0","5,0","1,0","0,0","80,4","5,0",11,Medium,FALSE,luxury_premium,OK
Oseree,Oseree,Italy,Swimwear / Resort,Bloomingdale's,Oui,"78,4",P2 — Recommandé,,"25,0","10,0","11,4","9,0","12,0","5,0","1,0","0,0","78,4","5,0",11,Medium,FALSE,luxury_premium,OK
Oseree,Oseree,Italy,Swimwear / Resort,La Redoute,Non,"77,8",P2 — Recommandé,"95,0","26,0","11,0","12,9","10,0","9,0","3,0","1,0","-2,0","75,9","5,0",11,Medium,FALSE,luxury_premium,OK
Oseree,Oseree,Italy,Swimwear / Resort,Debenhams,Non,"75,1",P2 — Recommandé,"95,0","25,0","10,0","12,9","10,0","8,0","4,0","1,0","-3,0","72,9","5,0",11,Medium,FALSE,luxury_premium,OK
Oseree,Oseree,Italy,Swimwear / Resort,John Lewis,Non,"74,3",P2 — Recommandé,"87,0","20,0","10,0","11,4","10,0","11,0","4,5","1,0","0,0","72,9","5,0",11,Medium,FALSE,luxury_premium,OK
Oseree,Oseree,Italy,Swimwear / Resort,Galeries Lafayette,Non,"68,8",P3 — Test / à cadrer,"72,0","22,0","12,0","9,5","9,0","12,0","3,0","1,0","-5,0","68,5","5,0",11,Medium,FALSE,luxury_premium,OK
PF24 (Alex Perry),PF24,Australia,Bridal / Occasion,Nordstrom,Non,"84,2",P1 — Fort potentiel,"90,0","27,0","11,0","13,5","8,0","11,0","7,0","1,0","0,0","83,5","5,0",25,Medium,FALSE,luxury_premium,OK
PF24 (Alex Perry),PF24,Australia,Bridal / Occasion,Bloomingdale's,Non,"83,4",P1 — Fort potentiel,"90,0","28,0","9,0","12,7","8,0","12,0","7,0","1,0","0,0","82,7","5,0",25,Medium,FALSE,luxury_premium,OK
PF24 (Alex Perry),PF24,Australia,Bridal / Occasion,John Lewis,Non,"79,4",P2 — Recommandé,"90,0","25,0","9,0","12,7","8,0","11,0","6,5","1,0","0,0","78,2","5,0",25,Medium,FALSE,luxury_premium,OK
PF24 (Alex Perry),PF24,Australia,Bridal / Occasion,Galeries Lafayette,Non,"76,9",P2 — Recommandé,"62,0","30,0","8,0","10,6","8,0","12,0","7,0","1,0","-3,0","78,6","5,0",25,Medium,FALSE,luxury_premium,OK
PF24 (Alex Perry),PF24,Australia,Bridal / Occasion,Debenhams,Non,"74,8",P2 — Recommandé,"95,0","28,0","10,0","13,5","8,0","8,0","6,0","1,0","-7,0","72,5","5,0",25,Medium,FALSE,luxury_premium,OK
PF24 (Alex Perry),PF24,Australia,Bridal / Occasion,La Redoute,Non,"73,2",P2 — Recommandé,"80,0","27,0","8,0","13,5","8,0","8,0","7,0","1,0","-5,0","72,5","5,0",25,Medium,FALSE,luxury_premium,OK
Paris Texas,Paris Texas,Italy,Footwear,Nordstrom,Oui,"85,9",P1 — Fort potentiel,,"30,0","11,0","10,9","11,0","12,0","5,0","1,0","0,0","85,9","3,0",11,High,FALSE,premium_contemporary,OK
Paris Texas,Paris Texas,Italy,Footwear,John Lewis,Non,"85,0",P1 — Fort potentiel,"87,0","29,0","11,0","10,3","12,0","12,0","4,5","1,0","0,0","84,8","3,0",11,High,FALSE,premium_contemporary,OK
Paris Texas,Paris Texas,Italy,Footwear,Debenhams,Non,"84,6",P1 — Fort potentiel,"95,0","27,0","11,0","11,4","12,0","12,0","4,0","1,0","0,0","83,4","3,0",11,High,FALSE,premium_contemporary,OK
Paris Texas,Paris Texas,Italy,Footwear,Bloomingdale's,Oui,"78,3",P2 — Recommandé,,"25,0","11,0","10,3","11,0","10,0","5,0","1,0","0,0","78,3","3,0",11,High,FALSE,premium_contemporary,OK
Paris Texas,Paris Texas,Italy,Footwear,La Redoute,Non,"77,1",P2 — Recommandé,"65,0","23,0","12,0","11,4","12,0","11,0","3,0","1,0","0,0","78,4","3,0",11,High,FALSE,premium_contemporary,OK
Paris Texas,Paris Texas,Italy,Footwear,Galeries Lafayette,Non,"75,6",P2 — Recommandé,"72,0","30,0","12,0","9,0","11,0","10,0","3,0","1,0","-5,0","76,0","3,0",11,High,FALSE,premium_contemporary,OK
R13,R13,USA,Womenswear RTW,Bloomingdale's,Oui,"89,0",P1 — Fort potentiel,,"28,0","12,0","15,0","12,0","12,0","4,0","1,0","0,0","89,0","20,0",50,High,FALSE,luxury_premium,OK
R13,R13,USA,Womenswear RTW,Nordstrom,Oui,"88,0",P1 — Fort potentiel,,"27,0","12,0","15,0","12,0","12,0","4,0","1,0","0,0","88,0","20,0",50,High,FALSE,luxury_premium,OK
R13,R13,USA,Womenswear RTW,Galeries Lafayette,Non,"86,1",P1 — Fort potentiel,"60,0","30,0","8,0","15,0","12,0","12,0","6,0","1,0","0,0","89,0","20,0",50,High,FALSE,luxury_premium,OK
R13,R13,USA,Womenswear RTW,John Lewis,Non,"83,5",P1 — Fort potentiel,"65,0","26,0","9,0","15,0","13,0","11,0","5,5","1,0","0,0","85,5","20,0",50,High,FALSE,luxury_premium,OK
R13,R13,USA,Womenswear RTW,La Redoute,Non,"83,3",P1 — Fort potentiel,"95,0","27,0","8,0","15,0","13,0","9,0","6,0","1,0","-2,0","82,0","20,0",50,High,FALSE,luxury_premium,OK
R13,R13,USA,Womenswear RTW,Debenhams,Non,"83,3",P1 — Fort potentiel,"95,0","28,0","10,0","15,0","13,0","8,0","5,0","1,0","-3,0","82,0","20,0",50,High,FALSE,luxury_premium,OK
Ready to Wear (Elie Saab),Ready to Wear,Other,Womenswear RTW,Galeries Lafayette,Non,"82,1",P1 — Fort potentiel,"65,0","30,0","7,0","15,0","7,0","11,0","8,0","1,0","0,0","84,0","100,0",500,High,FALSE,ultra_luxury,OK
Ready to Wear (Elie Saab),Ready to Wear,Other,Womenswear RTW,Nordstrom,Non,"81,5",P1 — Fort potentiel,"95,0","27,0","8,0","15,0","7,0","9,0","8,0","1,0","0,0","80,0","100,0",500,High,FALSE,ultra_luxury,OK
Ready to Wear (Elie Saab),Ready to Wear,Other,Womenswear RTW,Bloomingdale's,Non,"79,4",P2 — Recommandé,"65,0","28,0","7,0","15,0","7,0","10,0","8,0","1,0","0,0","81,0","100,0",500,High,FALSE,ultra_luxury,OK
Ready to Wear (Elie Saab),Ready to Wear,Other,Womenswear RTW,John Lewis,Non,"77,5",P2 — Recommandé,"95,0","25,0","7,0","15,0","7,0","8,0","7,5","1,0","0,0","75,5","100,0",500,High,FALSE,ultra_luxury,OK
Ready to Wear (Elie Saab),Ready to Wear,Other,Womenswear RTW,La Redoute,Non,"64,4",P3 — Test / à cadrer,"95,0","27,0","7,0","15,0","7,0","5,0","8,0","1,0","-14,0","61,0","100,0",500,High,FALSE,ultra_luxury,OK
Ready to Wear (Elie Saab),Ready to Wear,Other,Womenswear RTW,Debenhams,Non,"62,6",P3 — Test / à cadrer,"95,0","28,0","7,0","15,0","7,0","5,0","7,0","1,0","-16,0","59,0","100,0",500,High,FALSE,ultra_luxury,OK
Retrofete,Retrofete,USA,Womenswear RTW,Nordstrom,Oui,"88,0",P1 — Fort potentiel,,"27,0","12,0","15,0","12,0","12,0","4,0","1,0","0,0","88,0","20,0",25,High,FALSE,premium_contemporary,OK
Retrofete,Retrofete,USA,Womenswear RTW,Bloomingdale's,Oui,"87,0",P1 — Fort potentiel,,"28,0","12,0","15,0","12,0","10,0","4,0","1,0","0,0","87,0","20,0",25,High,FALSE,premium_contemporary,OK
Retrofete,Retrofete,USA,Womenswear RTW,Debenhams,Non,"86,6",P1 — Fort potentiel,"65,0","28,0","10,0","15,0","13,0","12,0","5,0","1,0","0,0","89,0","20,0",25,High,FALSE,premium_contemporary,OK
Retrofete,Retrofete,USA,Womenswear RTW,John Lewis,Non,"85,5",P1 — Fort potentiel,"95,0","25,0","9,0","15,0","13,0","11,0","5,5","1,0","0,0","84,5","20,0",25,High,FALSE,premium_contemporary,OK
Retrofete,Retrofete,USA,Womenswear RTW,Galeries Lafayette,Non,"85,3",P1 — Fort potentiel,"87,0","30,0","8,0","14,1","12,0","9,0","6,0","1,0","0,0","85,1","20,0",25,High,FALSE,premium_contemporary,OK
Retrofete,Retrofete,USA,Womenswear RTW,La Redoute,Non,"83,9",P1 — Fort potentiel,"65,0","27,0","8,0","15,0","13,0","11,0","6,0","1,0","0,0","86,0","20,0",25,High,FALSE,premium_contemporary,OK
Robinson Pelham,Robinson Pelham,UK,Fine Jewelry,Bloomingdale's,Non,"83,1",P1 — Fort potentiel,"72,0","30,0","9,0","11,3","10,0","12,0","6,0","1,0","0,0","84,3","5,0",10,Medium,FALSE,luxury_premium,OK
Robinson Pelham,Robinson Pelham,UK,Fine Jewelry,Nordstrom,Non,"82,1",P1 — Fort potentiel,"72,0","28,0","10,0","12,2","10,0","11,0","6,0","1,0","0,0","83,2","5,0",10,Medium,FALSE,luxury_premium,OK
Robinson Pelham,Robinson Pelham,UK,Fine Jewelry,Galeries Lafayette,Non,"74,2",P2 — Recommandé,"72,0","25,0","11,0","9,5","10,0","12,0","6,0","1,0","-5,0","74,5","5,0",10,Medium,FALSE,luxury_premium,OK
Robinson Pelham,Robinson Pelham,UK,Fine Jewelry,John Lewis,Oui,"73,3",P2 — Recommandé,,"19,0","12,0","11,3","10,0","11,0","4,0","1,0","0,0","73,3","5,0",10,Medium,FALSE,luxury_premium,OK
Robinson Pelham,Robinson Pelham,UK,Fine Jewelry,La Redoute,Non,"54,9",Watchlist — faible fit,"65,0","16,0","10,0","12,8","10,0","8,0","6,0","1,0","-15,0","53,8","5,0",10,Medium,FALSE,luxury_premium,OK
Robinson Pelham,Robinson Pelham,UK,Fine Jewelry,Debenhams,Non,"54,0",Watchlist — faible fit,"65,0","18,0","12,0","12,8","10,0","7,0","4,0","1,0","-17,0","52,8","5,0",10,Medium,FALSE,luxury_premium,OK
Rodarte,Rodarte,USA,Womenswear RTW,Bloomingdale's,Oui,"84,3",P1 — Fort potentiel,,"28,0","12,0","14,3","10,0","10,0","4,0","1,0","0,0","84,3","10,0",25,High,FALSE,ultra_luxury,OK
Rodarte,Rodarte,USA,Womenswear RTW,Galeries Lafayette,Non,"83,4",P1 — Fort potentiel,"87,0","30,0","8,0","12,0","10,0","11,0","6,0","1,0","0,0","83,0","10,0",25,High,FALSE,ultra_luxury,OK
Rodarte,Rodarte,USA,Womenswear RTW,Nordstrom,Oui,"83,0",P1 — Fort potentiel,,"27,0","12,0","15,0","10,0","9,0","4,0","1,0","0,0","83,0","10,0",25,High,FALSE,ultra_luxury,OK
Rodarte,Rodarte,USA,Womenswear RTW,John Lewis,Non,"79,5",P2 — Recommandé,"95,0","25,0","9,0","14,3","10,0","8,0","5,5","1,0","0,0","77,8","10,0",25,High,FALSE,ultra_luxury,OK
Rodarte,Rodarte,USA,Womenswear RTW,La Redoute,Non,"66,2",P3 — Test / à cadrer,"95,0","27,0","8,0","15,0","10,0","5,0","6,0","1,0","-14,0","63,0","10,0",25,High,FALSE,ultra_luxury,OK
Rodarte,Rodarte,USA,Womenswear RTW,Debenhams,Non,"66,2",P3 — Test / à cadrer,"95,0","28,0","10,0","15,0","10,0","5,0","5,0","1,0","-16,0","63,0","10,0",25,High,FALSE,ultra_luxury,OK
Rosie Assoulin,Rosie Assoulin,USA,Womenswear RTW,Bloomingdale's,Oui,"80,4",P1 — Fort potentiel,,"28,0","12,0","11,4","8,0","12,0","3,0","1,0","0,0","80,4","5,0",11,Medium,FALSE,luxury_premium,OK
Rosie Assoulin,Rosie Assoulin,USA,Womenswear RTW,Nordstrom,Oui,"79,4",P2 — Recommandé,,"27,0","12,0","12,4","8,0","11,0","3,0","1,0","0,0","79,4","5,0",11,Medium,FALSE,luxury_premium,OK
Rosie Assoulin,Rosie Assoulin,USA,Womenswear RTW,John Lewis,Non,"76,1",P2 — Recommandé,"87,0","25,0","9,0","11,4","8,0","11,0","4,5","1,0","0,0","74,9","5,0",11,Medium,FALSE,luxury_premium,OK
Rosie Assoulin,Rosie Assoulin,USA,Womenswear RTW,Galeries Lafayette,Non,"73,4",P2 — Recommandé,"72,0","30,0","8,0","9,5","8,0","12,0","5,0","1,0","-5,0","73,5","5,0",11,Medium,FALSE,luxury_premium,OK
Rosie Assoulin,Rosie Assoulin,USA,Womenswear RTW,La Redoute,Non,"69,4",P3 — Test / à cadrer,"65,0","27,0","8,0","12,9","8,0","8,0","5,0","1,0","-5,0","69,9","5,0",11,Medium,FALSE,luxury_premium,OK
Rosie Assoulin,Rosie Assoulin,USA,Womenswear RTW,Debenhams,Non,"69,4",P3 — Test / à cadrer,"65,0","28,0","10,0","12,9","8,0","8,0","4,0","1,0","-7,0","69,9","5,0",11,Medium,FALSE,luxury_premium,OK
Ruslan Baginskiy,Ruslan Baginskiy,Other,Accessories / Leather,Galeries Lafayette,Oui,"72,3",P2 — Recommandé,,"30,0","6,0","10,3","7,0","12,0","4,0","1,0","-3,0","72,3","5,0",20,Low,FALSE,luxury_premium,OK
Ruslan Baginskiy,Ruslan Baginskiy,Other,Accessories / Leather,John Lewis,Non,"70,2",P2 — Recommandé,"48,0","26,0","6,0","12,2","8,0","11,0","3,5","1,0","0,0","72,7","5,0",20,Low,FALSE,luxury_premium,OK
Ruslan Baginskiy,Ruslan Baginskiy,Other,Accessories / Leather,Nordstrom,Oui,"67,5",P3 — Test / à cadrer,,"25,0","7,0","13,5","5,0","11,0","4,0","1,0","-4,0","67,5","5,0",20,Low,FALSE,luxury_premium,OK
Ruslan Baginskiy,Ruslan Baginskiy,Other,Accessories / Leather,Bloomingdale's,Oui,"66,2",P3 — Test / à cadrer,,"25,0","6,0","12,2","5,0","12,0","4,0","1,0","-4,0","66,2","5,0",20,Low,FALSE,luxury_premium,OK
Ruslan Baginskiy,Ruslan Baginskiy,Other,Accessories / Leather,La Redoute,Non,"63,6",P3 — Test / à cadrer,"65,0","23,0","6,0","13,5","8,0","8,0","4,0","1,0","-5,0","63,5","5,0",20,Low,FALSE,luxury_premium,OK
Ruslan Baginskiy,Ruslan Baginskiy,Other,Accessories / Leather,Debenhams,Non,"61,0",P3 — Test / à cadrer,"65,0","24,0","6,0","13,5","8,0","7,0","3,0","1,0","-7,0","60,5","5,0",20,Low,FALSE,luxury_premium,OK
S.S. Daley,S.S. Daley,UK,Womenswear RTW,Nordstrom,Non,"77,8",P2 — Recommandé,"72,0","27,0","10,0","10,4","7,0","11,0","6,0","2,0","0,0","78,4","2,0",11,Medium,FALSE,luxury_premium,OK
S.S. Daley,S.S. Daley,UK,Womenswear RTW,Bloomingdale's,Non,"74,4",P2 — Recommandé,"62,0","28,0","9,0","9,8","7,0","12,0","6,0","2,0","-3,0","75,8","2,0",11,Medium,FALSE,luxury_premium,OK
S.S. Daley,S.S. Daley,UK,Womenswear RTW,John Lewis,Oui,"72,8",P2 — Recommandé,,"25,0","12,0","9,8","7,0","11,0","4,0","2,0","-3,0","72,8","2,0",11,Medium,FALSE,luxury_premium,OK
S.S. Daley,S.S. Daley,UK,Womenswear RTW,Galeries Lafayette,Non,"71,6",P2 — Recommandé,"72,0","30,0","11,0","6,5","7,0","12,0","6,0","2,0","-8,0","71,5","2,0",11,Medium,FALSE,luxury_premium,OK
S.S. Daley,S.S. Daley,UK,Womenswear RTW,La Redoute,Non,"69,8",P3 — Test / à cadrer,"60,0","27,0","10,0","10,9","7,0","8,0","6,0","2,0","-5,0","70,9","2,0",11,Medium,FALSE,luxury_premium,OK
S.S. Daley,S.S. Daley,UK,Womenswear RTW,Debenhams,Non,"68,9",P3 — Test / à cadrer,"60,0","28,0","12,0","10,9","7,0","8,0","4,0","2,0","-7,0","69,9","2,0",11,Medium,FALSE,luxury_premium,OK
SASUPHI,SASUPHI,Italy,Footwear,Nordstrom,Non,"83,4",P1 — Fort potentiel,"82,0","30,0","11,0","9,5","11,0","11,0","7,0","1,0","-2,0","83,5","2,0",5,High,FALSE,luxury_premium,OK
SASUPHI,SASUPHI,Italy,Footwear,John Lewis,Non,"79,7",P2 — Recommandé,"72,0","29,0","11,0","9,0","12,0","12,0","6,5","1,0","-5,0","80,5","2,0",5,High,FALSE,luxury_premium,OK
SASUPHI,SASUPHI,Italy,Footwear,Bloomingdale's,Non,"78,3",P2 — Recommandé,"72,0","28,0","11,0","9,0","11,0","12,0","7,0","1,0","-5,0","79,0","2,0",5,High,FALSE,luxury_premium,OK
SASUPHI,SASUPHI,Italy,Footwear,Debenhams,Non,"75,3",P2 — Recommandé,"87,0","28,0","11,0","10,0","12,0","8,0","6,0","1,0","-7,0","74,0","2,0",5,High,FALSE,luxury_premium,OK
SASUPHI,SASUPHI,Italy,Footwear,La Redoute,Non,"73,2",P2 — Recommandé,"57,0","27,0","12,0","10,0","12,0","8,0","5,0","1,0","-5,0","75,0","2,0",5,High,FALSE,luxury_premium,OK
SASUPHI,SASUPHI,Italy,Footwear,Galeries Lafayette,Non,"71,1",P2 — Recommandé,"72,0","30,0","12,0","5,0","11,0","12,0","5,0","1,0","-10,0","71,0","2,0",5,High,FALSE,luxury_premium,OK
SENSI STUDIO,SENSI STUDIO,Other,Swimwear / Resort,Nordstrom,Oui,"81,5",P1 — Fort potentiel,,"27,0","7,0","12,5","9,0","11,0","5,0","5,0","0,0","81,5","3,0",20,Medium,TRUE,luxury_premium,OK
SENSI STUDIO,SENSI STUDIO,Other,Swimwear / Resort,John Lewis,Non,"80,2",P1 — Fort potentiel,"90,0","26,0","6,0","11,6","10,0","11,0","4,5","5,0","0,0","79,1","3,0",20,Medium,TRUE,luxury_premium,OK
SENSI STUDIO,SENSI STUDIO,Other,Swimwear / Resort,La Redoute,Non,"78,4",P2 — Recommandé,"95,0","26,0","6,0","12,5","10,0","9,0","5,0","5,0","-2,0","76,5","3,0",20,Medium,TRUE,luxury_premium,OK
SENSI STUDIO,SENSI STUDIO,Other,Swimwear / Resort,Galeries Lafayette,Non,"77,7",P2 — Recommandé,"77,0","30,0","6,0","10,3","9,0","12,0","5,0","3,5","-3,0","77,8","3,0",20,Medium,TRUE,luxury_premium,OK
SENSI STUDIO,SENSI STUDIO,Other,Swimwear / Resort,Bloomingdale's,Oui,"76,6",P2 — Recommandé,,"25,0","6,0","11,6","9,0","12,0","5,0","3,0","0,0","76,6","3,0",20,Medium,TRUE,luxury_premium,OK
SENSI STUDIO,SENSI STUDIO,Other,Swimwear / Resort,Debenhams,Non,"73,0",P2 — Recommandé,"95,0","25,0","6,0","12,5","10,0","8,0","4,0","3,0","-3,0","70,5","3,0",20,Medium,TRUE,luxury_premium,OK
SOPHIE BUHAI,SOPHIE BUHAI,USA,Fine Jewelry,Nordstrom,Oui,"77,0",P2 — Recommandé,,"28,0","12,0","10,0","9,0","11,0","3,0","1,0","-2,0","77,0","2,0",5,Medium,FALSE,luxury_premium,OK
SOPHIE BUHAI,SOPHIE BUHAI,USA,Fine Jewelry,Bloomingdale's,Oui,"76,5",P2 — Recommandé,,"30,0","12,0","9,5","9,0","12,0","3,0","1,0","-5,0","76,5","2,0",5,Medium,FALSE,luxury_premium,OK
SOPHIE BUHAI,SOPHIE BUHAI,USA,Fine Jewelry,John Lewis,Non,"71,1",P2 — Recommandé,"72,0","26,0","9,0","9,5","10,0","11,0","4,5","1,0","-5,0","71,0","2,0",5,Medium,FALSE,luxury_premium,OK
SOPHIE BUHAI,SOPHIE BUHAI,USA,Fine Jewelry,Galeries Lafayette,Non,"63,5",P3 — Test / à cadrer,"72,0","30,0","8,0","5,5","9,0","12,0","5,0","1,0","-13,0","62,5","2,0",5,Medium,FALSE,luxury_premium,OK
