Recommandations finales — 2 nouveaux marketplaces par marque,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaque recommandation exclut les marketplaces déjà présents. Les scores reflètent le modèle optimisé; les raisons/risques sont rédigés pour être utilisables en pitch ou en plan d'action.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Marque,URL,Pays,Catégorie optimisée,Tags produits,CA estimé utilisé ($M),Effectif min utilisé,Intl.,Durable / éthique,Positionnement,Marketplaces déjà présents,Reco #1,Score #1,Priorité #1,Pourquoi #1,Plan d'entrée #1,Conditions / risques #1,Reco #2,Score #2,Priorité #2,Pourquoi #2,Plan d'entrée #2,Conditions / risques #2,Opportunité conseil,Confiance,Notes data,Sources marque
Skin Worldwide,skinworldwide.com,USA,Womenswear RTW,womenswear,"3,0",11,Medium,Non,premium_contemporary,Nordstrom,Debenhams,"84,1",P1 — Fort potentiel,"fit catégorie très fort (Womenswear RTW) | levier d’entrée UK depuis USA | readiness commerciale: CA $3M, effectif min. 11, international Medium",Pilot UK online 50–100 SKU; stock-light + retail media; fixer garde-fous promo et seuils de marge avant expansion.,cadrer livraison/retours UK et prix GBP,La Redoute,"81,4",P1 — Fort potentiel,"fit catégorie solide (Womenswear RTW) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $3M, effectif min. 11, international Medium | forte incrémentalité car canal cible peu/ pas exploité","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",localiser fiches produit/prix en EUR et cadrer TVA/retours,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,skinworldwide.com; ZoomInfo; LinkedIn
Sophie Lou Jacobsen,sophieloujacobsen.com,USA,Fine Jewelry,"fine jewelry, jewelry","3,0",2,Medium,Non,luxury_premium,"Bloomingdale's, Nordstrom",John Lewis,"65,8",P3 — Test / à cadrer,"fit catégorie à cadrer (Fine Jewelry) | levier d’entrée UK depuis USA | readiness commerciale: CA $3M, effectif min. 2, international Medium","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",renforcer flux SAV/retours/catalogue avant onboarding | cadrer livraison/retours UK et prix GBP | assortiment bijoux à filtrer: prix d’appel et garanties qualité,Galeries Lafayette,"63,9",P3 — Test / à cadrer,"fit catégorie solide (Fine Jewelry) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $3M, effectif min. 2, international Medium","Capsule premium 20–35 SKU; fiches FR/EN, prix EUR, sélection visuelle élevée; viser vitrine online puis pont wholesale/retail si traction.",taille CA sous seuil indicatif: limiter à un drop test | renforcer flux SAV/retours/catalogue avant onboarding | localiser fiches produit/prix en EUR et cadrer TVA/retours,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,sophieloujacobsen.com; ZoomInfo; LinkedIn
Sporty & Rich,sportyandrich.com,USA,Active / Lifestyle,"active/outdoor, home/lifestyle, menswear","10,0",11,Medium,Non,premium_contemporary,"Bloomingdale's, Nordstrom",La Redoute,"88,2",P1 — Fort potentiel,"fit catégorie très fort (Active / Lifestyle) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $10M, effectif min. 11, international Medium | forte incrémentalité car canal cible peu/ pas exploité","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",localiser fiches produit/prix en EUR et cadrer TVA/retours,John Lewis,"86,2",P1 — Fort potentiel,"fit catégorie très fort (Active / Lifestyle) | levier d’entrée UK depuis USA | readiness commerciale: CA $10M, effectif min. 11, international Medium","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",cadrer livraison/retours UK et prix GBP,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,sportyandrich.com; ZoomInfo; LinkedIn; Highsnobiety
Suzie Kondi,suziekondi.com,USA,Swimwear / Resort,"home/lifestyle, swim/resort","1,0",5,Medium,Non,luxury_premium,Nordstrom,La Redoute,"72,2",P2 — Recommandé,"fit catégorie très fort (Swimwear / Resort) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $1M, effectif min. 5, international Medium","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",taille CA sous seuil indicatif: limiter à un drop test | localiser fiches produit/prix en EUR et cadrer TVA/retours | protéger le prix et l’image: capsule sélective sans promo agressive,John Lewis,"70,2",P2 — Recommandé,"fit catégorie très fort (Swimwear / Resort) | levier d’entrée UK depuis USA | readiness commerciale: CA $1M, effectif min. 5, international Medium","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",taille CA sous seuil indicatif: limiter à un drop test | renforcer flux SAV/retours/catalogue avant onboarding | cadrer livraison/retours UK et prix GBP,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,suziekondi.com; ZoomInfo; LinkedIn
Taller Marmo,tallermarmo.com,France,Swimwear / Resort,"bridal, swim/resort, womenswear","5,0",11,Medium,Non,premium_contemporary,"Bloomingdale's, Nordstrom, Galeries Lafayette",La Redoute,"83,2",P1 — Fort potentiel,"fit catégorie solide (Swimwear / Resort) | cohérence européenne/France | readiness commerciale: CA $5M, effectif min. 11, international Medium","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",aucun blocage majeur; avancer en pitch/onboarding,Debenhams,"81,7",P1 — Fort potentiel,"fit catégorie très fort (Swimwear / Resort) | levier d’entrée UK depuis France | readiness commerciale: CA $5M, effectif min. 11, international Medium",Pilot UK online 50–100 SKU; stock-light + retail media; fixer garde-fous promo et seuils de marge avant expansion.,cadrer livraison/retours UK et prix GBP,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,tallermarmo.com; ZoomInfo; LinkedIn; BoF
The Elder Statesman,elder-statesman.com,USA,Knitwear / Cashmere,knit/cashmere,"10,0",25,Medium,Non,luxury_premium,"Bloomingdale's, Nordstrom",John Lewis,"82,2",P1 — Fort potentiel,"fit catégorie solide (Knitwear / Cashmere) | levier d’entrée UK depuis USA | readiness commerciale: CA $10M, effectif min. 25, international Medium","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",cadrer livraison/retours UK et prix GBP,Galeries Lafayette,"79,8",P2 — Recommandé,"fit catégorie solide (Knitwear / Cashmere) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $10M, effectif min. 25, international Medium | forte incrémentalité car canal cible peu/ pas exploité","Capsule premium 20–35 SKU; fiches FR/EN, prix EUR, sélection visuelle élevée; viser vitrine online puis pont wholesale/retail si traction.",localiser fiches produit/prix en EUR et cadrer TVA/retours,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,elder-statesman.com; ZoomInfo; LinkedIn; BoF
The Frankie Shop,thefrankieshop.com,USA,Womenswear RTW,"menswear, womenswear","10,0",25,Medium,Non,premium_contemporary,"Bloomingdale's, Galeries Lafayette",Nordstrom,"86,9",P1 — Fort potentiel,"fit catégorie solide (Womenswear RTW) | ancrage US utile pour capter la demande domestique premium | readiness commerciale: CA $10M, effectif min. 25, international Medium","Test dropship 30–60 SKU Womenswear RTW; storytelling marque + inclusivité/sizing; pricing USD, fast returns, calendrier capsules saisonnières.",aucun blocage majeur; avancer en pitch/onboarding,Debenhams,"84,8",P1 — Fort potentiel,"fit catégorie très fort (Womenswear RTW) | levier d’entrée UK depuis USA | readiness commerciale: CA $10M, effectif min. 25, international Medium",Pilot UK online 50–100 SKU; stock-light + retail media; fixer garde-fous promo et seuils de marge avant expansion.,cadrer livraison/retours UK et prix GBP,Pack conseil: setup US marketplace / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,thefrankieshop.com; ZoomInfo; LinkedIn; BoF
The Row,therow.com,USA,Womenswear RTW,"accessoires/leather, footwear, menswear, womenswear","250,0",482,High,Non,luxury_premium,"Bloomingdale's, Nordstrom, Galeries Lafayette",John Lewis,"83,8",P1 — Fort potentiel,"fit catégorie très fort (Womenswear RTW) | levier d’entrée UK depuis USA | readiness commerciale: CA $250M, effectif min. 482, international High","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",cadrer livraison/retours UK et prix GBP,Debenhams,"73,4",P2 — Recommandé,"fit catégorie très fort (Womenswear RTW) | levier d’entrée UK depuis USA | readiness commerciale: CA $250M, effectif min. 482, international High",Pilot UK online 50–100 SKU; stock-light + retail media; fixer garde-fous promo et seuils de marge avant expansion.,cadrer livraison/retours UK et prix GBP | protéger le prix et l’image: capsule sélective sans promo agressive,Pack conseil: go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,Wikipedia; Tracxn; Tuko; Marie Claire (Mar 2026); BoF; WWD
Tibi,tibi.com,USA,Womenswear RTW,"knit/cashmere, menswear, womenswear","20,0",50,High,Non,premium_contemporary,"Bloomingdale's, Nordstrom",Debenhams,"86,9",P1 — Fort potentiel,"fit catégorie très fort (Womenswear RTW) | levier d’entrée UK depuis USA | readiness commerciale: CA $20M, effectif min. 50, international High",Pilot UK online 50–100 SKU; stock-light + retail media; fixer garde-fous promo et seuils de marge avant expansion.,cadrer livraison/retours UK et prix GBP,John Lewis,"84,7",P1 — Fort potentiel,"fit catégorie solide (Womenswear RTW) | levier d’entrée UK depuis USA | readiness commerciale: CA $20M, effectif min. 50, international High","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",cadrer livraison/retours UK et prix GBP,Pack conseil: go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,tibi.com; ZoomInfo; LinkedIn; BoF
Tohum Designs,tohumdesign.com,USA,Fine Jewelry,"fine jewelry, jewelry","2,0",5,Medium,Oui,luxury_premium,"Bloomingdale's, Nordstrom",John Lewis,"65,7",P3 — Test / à cadrer,"fit catégorie à cadrer (Fine Jewelry) | levier d’entrée UK depuis USA | readiness commerciale: CA $2M, effectif min. 5, international Medium | narratif durable/artisanal monétisable","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",taille CA sous seuil indicatif: limiter à un drop test | renforcer flux SAV/retours/catalogue avant onboarding | cadrer livraison/retours UK et prix GBP | assortiment bijoux à filtrer: prix d’appel et garanties qualité,Galeries Lafayette,"59,4",Watchlist — faible fit,"fit catégorie solide (Fine Jewelry) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $2M, effectif min. 5, international Medium | narratif durable/artisanal monétisable","Capsule premium 20–35 SKU; fiches FR/EN, prix EUR, sélection visuelle élevée; viser vitrine online puis pont wholesale/retail si traction.",taille CA sous seuil indicatif: limiter à un drop test | renforcer flux SAV/retours/catalogue avant onboarding | localiser fiches produit/prix en EUR et cadrer TVA/retours,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer / storytelling durable,Haute,OK,tohumdesign.com; ZoomInfo; LinkedIn
Tove Studio,tove-studio.com,UK,Womenswear RTW,"home/lifestyle, womenswear","5,0",11,High,Non,luxury_premium,John Lewis,La Redoute,"85,0",P1 — Fort potentiel,"fit catégorie très fort (Womenswear RTW) | cohérence européenne/France | readiness commerciale: CA $5M, effectif min. 11, international High | forte incrémentalité car canal cible peu/ pas exploité","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",protéger le prix et l’image: capsule sélective sans promo agressive,Debenhams,"81,4",P1 — Fort potentiel,"fit catégorie très fort (Womenswear RTW) | cohérence marché UK | readiness commerciale: CA $5M, effectif min. 11, international High",Pilot UK online 50–100 SKU; stock-light + retail media; fixer garde-fous promo et seuils de marge avant expansion.,protéger le prix et l’image: capsule sélective sans promo agressive,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,tove-studio.com; Companies House UK; ZoomInfo; LinkedIn
Ulla Johnson,ullajohnson.com,USA,Womenswear RTW,"accessoires/leather, denim, footwear, womenswear","50,0",90,Medium,Oui,luxury_premium,"Bloomingdale's, Nordstrom",John Lewis,"90,0",P1 — Fort potentiel,"fit catégorie très fort (Womenswear RTW) | levier d’entrée UK depuis USA | readiness commerciale: CA $50M, effectif min. 90, international Medium | narratif durable/artisanal monétisable","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",cadrer livraison/retours UK et prix GBP,Galeries Lafayette,"88,2",P1 — Fort potentiel,"fit catégorie très fort (Womenswear RTW) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $50M, effectif min. 90, international Medium | narratif durable/artisanal monétisable | forte incrémentalité car canal cible peu/ pas exploité","Capsule premium 20–35 SKU; fiches FR/EN, prix EUR, sélection visuelle élevée; viser vitrine online puis pont wholesale/retail si traction.",localiser fiches produit/prix en EUR et cadrer TVA/retours,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer / storytelling durable,Haute,OK,Wikipedia; ullajohnson.com/about; Kona Equity; LeadIQ (Mar 2026); RocketReach; LinkedIn
Womens (B-Sides Jeans),bsidesjeans.com,USA,Denim,denim,"2,0",5,Medium,Oui,luxury_premium,Aucun dans le set cible,Nordstrom,"78,9",P2 — Recommandé,"fit catégorie à cadrer (Denim) | ancrage US utile pour capter la demande domestique premium | readiness commerciale: CA $2M, effectif min. 5, international Medium | narratif durable/artisanal monétisable","Test dropship 30–60 SKU Denim; storytelling marque + inclusivité/sizing; pricing USD, fast returns, calendrier capsules saisonnières.",renforcer flux SAV/retours/catalogue avant onboarding,La Redoute,"76,2",P2 — Recommandé,"fit catégorie solide (Denim) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $2M, effectif min. 5, international Medium | narratif durable/artisanal monétisable | forte incrémentalité car canal cible peu/ pas exploité","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",localiser fiches produit/prix en EUR et cadrer TVA/retours | protéger le prix et l’image: capsule sélective sans promo agressive,Pack conseil: setup US marketplace / localisation FR/EUR / assortiment + pitch buyer / storytelling durable,Haute,OK,bsidesjeans.com; ZoomInfo; LinkedIn
Yves Salomon,us.yves-salomon.com,France,Womenswear RTW,"accessoires/leather, womenswear","20,0",50,High,Oui,ultra_luxury,"Bloomingdale's, Galeries Lafayette",Nordstrom,"86,3",P1 — Fort potentiel,"fit catégorie solide (Womenswear RTW) | levier d’expansion US depuis France | readiness commerciale: CA $20M, effectif min. 50, international High | narratif durable/artisanal monétisable | forte incrémentalité car canal cible peu/ pas exploité","Test dropship 30–60 SKU Womenswear RTW; storytelling marque + inclusivité/sizing; pricing USD, fast returns, calendrier capsules saisonnières.",prévoir setup US: TIN/warehouse/retours/service client,John Lewis,"84,0",P1 — Fort potentiel,"fit catégorie solide (Womenswear RTW) | levier d’entrée UK depuis France | readiness commerciale: CA $20M, effectif min. 50, international High | narratif durable/artisanal monétisable","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",cadrer livraison/retours UK et prix GBP,Pack conseil: setup US marketplace / go-to-market UK/GBP / assortiment + pitch buyer / storytelling durable,Haute,OK,yves-salomon.com; ZoomInfo; LinkedIn; BoF; Vogue Paris
arch4,arch4.co.uk,UK,Knitwear / Cashmere,knit/cashmere,"2,0",5,High,Oui,luxury_premium,John Lewis,Nordstrom,"78,8",P2 — Recommandé,"fit catégorie solide (Knitwear / Cashmere) | levier d’expansion US depuis UK | readiness commerciale: CA $2M, effectif min. 5, international High | narratif durable/artisanal monétisable | forte incrémentalité car canal cible peu/ pas exploité","Test dropship 30–60 SKU Knitwear / Cashmere; storytelling marque + inclusivité/sizing; pricing USD, fast returns, calendrier capsules saisonnières.",renforcer flux SAV/retours/catalogue avant onboarding | prévoir setup US: TIN/warehouse/retours/service client,La Redoute,"77,6",P2 — Recommandé,"fit catégorie solide (Knitwear / Cashmere) | cohérence européenne/France | readiness commerciale: CA $2M, effectif min. 5, international High | narratif durable/artisanal monétisable | forte incrémentalité car canal cible peu/ pas exploité","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",protéger le prix et l’image: capsule sélective sans promo agressive,Pack conseil: setup US marketplace / localisation FR/EUR / assortiment + pitch buyer / storytelling durable,Haute,OK,arch4.co.uk; Companies House UK; ZoomInfo; LinkedIn
lemlem,lemlem.com,USA,Swimwear / Resort,"accessoires/leather, swim/resort","5,0",25,Medium,Oui,premium_contemporary,"Bloomingdale's, Nordstrom",La Redoute,"86,0",P1 — Fort potentiel,"fit catégorie solide (Swimwear / Resort) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $5M, effectif min. 25, international Medium | narratif durable/artisanal monétisable","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",localiser fiches produit/prix en EUR et cadrer TVA/retours,Debenhams,"84,2",P1 — Fort potentiel,"fit catégorie solide (Swimwear / Resort) | levier d’entrée UK depuis USA | readiness commerciale: CA $5M, effectif min. 25, international Medium | narratif durable/artisanal monétisable",Pilot UK online 50–100 SKU; stock-light + retail media; fixer garde-fous promo et seuils de marge avant expansion.,cadrer livraison/retours UK et prix GBP,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer / storytelling durable,Haute,OK,lemlem.com; ZoomInfo; LinkedIn; BoF; Wikipedia
sorellina Jewellery,sorellinanyc.com,USA,Fine Jewelry,"fine jewelry, jewelry","2,0",5,Medium,Non,luxury_premium,"Bloomingdale's, Nordstrom",John Lewis,"64,8",P3 — Test / à cadrer,"fit catégorie à cadrer (Fine Jewelry) | levier d’entrée UK depuis USA | readiness commerciale: CA $2M, effectif min. 5, international Medium","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",taille CA sous seuil indicatif: limiter à un drop test | renforcer flux SAV/retours/catalogue avant onboarding | cadrer livraison/retours UK et prix GBP | assortiment bijoux à filtrer: prix d’appel et garanties qualité,Galeries Lafayette,"59,0",Watchlist — faible fit,"fit catégorie solide (Fine Jewelry) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $2M, effectif min. 5, international Medium","Capsule premium 20–35 SKU; fiches FR/EN, prix EUR, sélection visuelle élevée; viser vitrine online puis pont wholesale/retail si traction.",taille CA sous seuil indicatif: limiter à un drop test | renforcer flux SAV/retours/catalogue avant onboarding | localiser fiches produit/prix en EUR et cadrer TVA/retours,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,sorellinanyc.com; ZoomInfo; LinkedIn; CFDA
ÉTERNE,eterne.com,USA,Womenswear RTW,"knit/cashmere, womenswear","3,0",11,High,Non,luxury_premium,"Bloomingdale's, Nordstrom",John Lewis,"81,0",P1 — Fort potentiel,"fit catégorie solide (Womenswear RTW) | levier d’entrée UK depuis USA | readiness commerciale: CA $3M, effectif min. 11, international High","Direct-ship UK 25–50 SKU; gamme premium lisible, service/retours irréprochables, focus qualité et produits evergreen.",cadrer livraison/retours UK et prix GBP,La Redoute,"75,1",P2 — Recommandé,"fit catégorie solide (Womenswear RTW) | levier d’entrée France/Europe depuis USA | readiness commerciale: CA $3M, effectif min. 11, international High","Assortiment lifestyle 40–80 SKU; localisation FR, marges/prix contrôlés, volumes et disponibilité; éviter discounting non maîtrisé.",localiser fiches produit/prix en EUR et cadrer TVA/retours | protéger le prix et l’image: capsule sélective sans promo agressive,Pack conseil: localisation FR/EUR / go-to-market UK/GBP / assortiment + pitch buyer,Haute,OK,eterne.com; ZoomInfo; LinkedIn
